Produto,Preço,Marca
Cisteil 40mg/Ml Xarope Expectorante Adulto 120ml,"R$46,11",Cisteil
"Cabergolina 0,5mg 8 Comprimidos Nova Química Genérico","R$190,99",Nova Química
Lur Desloratadina 5mg 10 Comprimidos,"R$65,97",Lur
Antialérgico Allegra Cloridrato De Fexofenadina 120mg 20 Comprimidos,"R$148,15",Allegra
Sene 100mg Herbarium 45 Cápsulas,"R$61,26",Herbarium
Levofloxacino 500mg 7 Comprimidos Aché Genérico,"R$46,59",Levofloxacino
Benicar ODT Olmesartana Medoxomila 20mg 30 Comprimidos,"R$79,99",Benicar
Ibuliv Ibuprofeno 400mg 20 Cápsulas,"R$42,22",Ibuliv
Cloridrato De Fexofenadina 6mg/Ml Suspensão Oral 60ml Vitamedic Genérico,"R$29,99",Fexofenadina
Nuromol Ibuprofeno 200mg + Paracetamol 500mg Com 4 Comprimidos,"R$24,56",Nuromol
Luftafem Ibuprofeno 200mg + Paracetamol 500mg 4 Comprimidos,"R$12,19",Luftafem
Xifaxan Rifaximina 550mg - 28 Comprimidos,"R$12,19",Xifaxan
Xarope De Guaco 35mg/Ml Natulab 100ml,"R$814,91",Guaco
NiQuitin 21mg Adesivos Para Parar De Fumar 7 Unidades,"R$10,19",Niquitin
Probiótico Florax SM Adulto Sabor Uva 5 Flaconetes De 5ml,"R$121,99",Florax
Paracetamol 750mg-20 Comprimidos Sanofi Medley Genérico,"R$54,48",Paracetamol
Olmesartana Medoxomila 20mg 30 Comprimidos Torrent Genérico,"R$23,16",Torrent
Esogastro IBP Amoxicilina 500mg + Claritromicina 500mg + Esomeprazol Magnésico 20mg 56 Cápsulas + 28 Comprimidos,"R$15,05",Esogastro
Neblock Cloridrato De Nebivolol 5mg 60 Comprimidos,"R$32,59",Neblock
Rosucor Rosuvastatina Cálcica 10mg 60 Comprimidos,"R$307,00",Rosucor
"Niki Drospirenona 3mg + Etinilestradiol 0,02mg 72 Comprimidos","R$95,99",Niki
Neprazol Omeprazol 20mg 56 Cápsulas,"R$60,59",Neprazol
Olmesartana Medoxomila 40mg 30 Comprimidos Torrent Genérico,"R$119,03",Torrent
Niki Com 24 Comprimidos,"R$12,84",Niki
Perivasc Diosmina 450mg + Hesperidina 50mg 30 Comprimidos,"R$42,39",Perivasc
Toperma Cloridrato De Lidocaína 5% 10 Adesivos Tópicos,"R$45,99",Toperma
"Picoprep Picossulfato De Sódio 10mg + Óxido De Magnésio 3,5g + Ácido Cítrico Anidro 12g Pó Para Solução 2 Sachês","R$72,49",Picoprep
Alphagan Tartarato De Brimonidina 2mg/Ml Solução Oftálmica Estéril 5ml,"R$191,99",Alphagan
"Xalatan Latanoprosta 50mcg/Ml Solução Oftálmica 2,5ml Geladeira","R$50,29",Xalatan
"Esalerg Desloratadina 1,25mg/Ml Solução Em Gotas 20ml","R$121,19",Esalerg
Suprema Valerato De Estradiol 2mg + Acetato De Noretisterona 1mg 28 Comprimidos,"R$247,11",Suprema
Ateroma Atorvastatina Cálcica 20mg 30 Comprimidos,"R$177,10",Ateroma
Ateroma Atorvastatina Cálcica 10mg 30 Comprimidos,"R$53,78",Ateroma
Cebrilin Cloridrato De Paroxetina 20mg 30 Comprimidos,"R$47,79",Cebrilin
Relvar Ellipta Furoato De Fluticasona 200mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$91,49",Relvar Ellipta
Relvar Ellipta Furoato De Fluticasona 100mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$81,49",Relvar Ellipta
Tobracort Tobramicina 3mg/G + Dexametasona 1mg/G Suspensão Oftálmica Estéril 5ml,"R$188,99",Tobracort
Imuran Azatioprina 50mg 50 Comprimidos,"R$315,00",Imuran
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$178,00",Cetrolac
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$40,59",Bactrim
"Eliquis Apixabana 2,5mg 20 Comprimidos","R$214,99",Eliquis
Trileptal Oxcarbazepina 300mg 60 Comprimidos,"R$63,99",Trileptal
Pioletal Permetrina 10mg/Ml Loção 60ml,"R$25,99",Pioletal
Oxalato De Escitalopram 20mg 30 Comprimidos Medley Genérico,"R$33,16",Medley
Fostair DPI Dipropionato De Beclometasona 100mcg + Fumarato De Formoterol 6mcg Pó Inalante 120 Doses,"R$116,07",Fostair Dpi
Inthos 250mg Polypodium Leucotomos 60 Cápsulas,"R$190,98",Inthos
Vimpat Lacosamida 100mg 28 Comprimidos,"R$241,11",Vimpat
Antrofi Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores,"R$92,49",Antrofi
Oxalato De Escitalopram 10mg 30 Comprimidos Medley Genérico,"R$52,39",Medley
Olmesartana Medoxomila 40mg + Hidroclorotiazida 25mg 30 Comprimidos Eurofarma Genérico,"R$50,79",Eurofarma
Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores Eurofarma Genérico,"R$47,79",Eurofarma
"Olmesartana Medoxomila 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$41,99",Eurofarma
Cetrolac MD Trometamol Cetorolaco 4mg/Ml Solução Oftálmica Estéril 10ml,"R$105,99",Cetrolac Md
"Ablok Plus Atenolol 25mg + Clortalidona 12,5mg 60 Comprimidos","R$46,79",Ablok
"Olmesartana Medoxomila 40mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$43,59",Eurofarma
Pantoprazol Sódico Sesqui-Hidratado 40mg 14 Comprimidos Medley Genérico,"R$10,99",Medley
Ateroma Atorvastatina Cálcica 10mg 30 Comprimidos,"R$81,49",Ateroma
Cebrilin Cloridrato De Paroxetina 20mg 30 Comprimidos,"R$188,99",Cebrilin
Ateroma Atorvastatina Cálcica 20mg 30 Comprimidos,"R$91,49",Ateroma
Neblock Cloridrato De Nebivolol 5mg 60 Comprimidos,"R$95,99",Neblock
"Vasopril Plus Maleato De Enalapril 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos","R$96,99",Vasopril
Rosucor Rosuvastatina Cálcica 10mg 60 Comprimidos,"R$60,59",Rosucor
"Niki Drospirenona 3mg + Etinilestradiol 0,02mg 72 Comprimidos","R$119,03",Niki
"Eliquis Apixabana 2,5mg 20 Comprimidos","R$100,30",Eliquis
Olmesartana Medoxomila 20mg 30 Comprimidos Torrent Genérico,"R$32,59",Torrent
Esogastro IBP Amoxicilina 500mg + Claritromicina 500mg + Esomeprazol Magnésico 20mg 56 Cápsulas + 28 Comprimidos,"R$307,00",Esogastro
Olmesartana Medoxomila 40mg 30 Comprimidos Torrent Genérico,"R$42,39",Torrent
Niki Com 24 Comprimidos,"R$45,99",Niki
"Colchicina 0,5mg 30 Comprimidos Geolab Genérico","R$15,99",Geolab
Neprazol Omeprazol 20mg 56 Cápsulas,"R$12,84",Neprazol
Relvar Ellipta Furoato De Fluticasona 200mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$315,00",Relvar Ellipta
Relvar Ellipta Furoato De Fluticasona 100mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$178,00",Relvar Ellipta
"Pressat Besilato De Anlodipino 2,5mg 60 Comprimidos","R$61,39",Pressat
"Xalatan Latanoprosta 50mcg/Ml Solução Oftálmica 2,5ml Geladeira","R$247,11",Xalatan
"Esalerg Desloratadina 1,25mg/Ml Solução Em Gotas 20ml","R$177,10",Esalerg
"Picoprep Picossulfato De Sódio 10mg + Óxido De Magnésio 3,5g + Ácido Cítrico Anidro 12g Pó Para Solução 2 Sachês","R$53,78",Picoprep
Perivasc Diosmina 450mg + Hesperidina 50mg 30 Comprimidos,"R$50,29",Perivasc
Toperma Cloridrato De Lidocaína 5% 10 Adesivos Tópicos,"R$72,49",Toperma
Apresolina Hidralazina 25mg Novartis 20 Drágeas,"R$191,99",Apresolina
Cloridrato De Duloxetina 30mg 30 Cápsulas Legrand Genérico,"R$9,89",Legrand
Alphagan Tartarato De Brimonidina 2mg/Ml Solução Oftálmica Estéril 5ml,"R$56,79",Alphagan
Suprema Valerato De Estradiol 2mg + Acetato De Noretisterona 1mg 28 Comprimidos,"R$121,19",Suprema
Trileptal Oxcarbazepina 300mg 60 Comprimidos,"R$47,79",Trileptal
Tobracort Tobramicina 3mg/G + Dexametasona 1mg/G Suspensão Oftálmica Estéril 5ml,"R$149,95",Tobracort
Imuran Azatioprina 50mg 50 Comprimidos,"R$40,59",Imuran
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$214,99",Cetrolac
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$63,99",Bactrim
Vimpat Lacosamida 150mg 28 Comprimidos,"R$25,99",Vimpat
Vertix Dicloridrato De Flunarizina 5mg/Ml Solução Oral 30ml,"R$333,88",Vertix
Aldactone Espironolactona 100mg 16 Comprimidos,"R$13,49",Aldactone
Oxalato De Escitalopram 20mg 30 Comprimidos Medley Genérico,"R$33,16",Medley
Fostair DPI Dipropionato De Beclometasona 100mcg + Fumarato De Formoterol 6mcg Pó Inalante 120 Doses,"R$116,07",Fostair Dpi
Inthos 250mg Polypodium Leucotomos 60 Cápsulas,"R$190,98",Inthos
Vimpat Lacosamida 100mg 28 Comprimidos,"R$241,11",Vimpat
Antrofi Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores,"R$92,49",Antrofi
Oxalato De Escitalopram 10mg 30 Comprimidos Medley Genérico,"R$52,39",Medley
Olmesartana Medoxomila 40mg + Hidroclorotiazida 25mg 30 Comprimidos Eurofarma Genérico,"R$50,79",Eurofarma
Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores Eurofarma Genérico,"R$47,79",Eurofarma
"Olmesartana Medoxomila 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$41,99",Eurofarma
Cetrolac MD Trometamol Cetorolaco 4mg/Ml Solução Oftálmica Estéril 10ml,"R$105,99",Cetrolac Md
Vimpat Lacosamida 150mg 28 Comprimidos,"R$333,88",Vimpat
"Olmesartana Medoxomila 40mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$43,59",Eurofarma
Pantoprazol Sódico Sesqui-Hidratado 40mg 14 Comprimidos Medley Genérico,"R$10,99",Medley
Ateroma Atorvastatina Cálcica 10mg 30 Comprimidos,"R$81,49",Ateroma
Cebrilin Cloridrato De Paroxetina 20mg 30 Comprimidos,"R$188,99",Cebrilin
Ateroma Atorvastatina Cálcica 20mg 30 Comprimidos,"R$91,49",Ateroma
Neblock Cloridrato De Nebivolol 5mg 60 Comprimidos,"R$95,99",Neblock
"Vasopril Plus Maleato De Enalapril 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos","R$96,99",Vasopril
Rosucor Rosuvastatina Cálcica 10mg 60 Comprimidos,"R$60,59",Rosucor
"Niki Drospirenona 3mg + Etinilestradiol 0,02mg 72 Comprimidos","R$119,03",Niki
"Eliquis Apixabana 2,5mg 20 Comprimidos","R$100,30",Eliquis
Olmesartana Medoxomila 20mg 30 Comprimidos Torrent Genérico,"R$32,59",Torrent
Esogastro IBP Amoxicilina 500mg + Claritromicina 500mg + Esomeprazol Magnésico 20mg 56 Cápsulas + 28 Comprimidos,"R$307,00",Esogastro
Olmesartana Medoxomila 40mg 30 Comprimidos Torrent Genérico,"R$42,39",Torrent
Niki Com 24 Comprimidos,"R$45,99",Niki
"Holmes H Olmesartana Medoxomil 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos","R$74,99",Holmes
"Colchicina 0,5mg 30 Comprimidos Geolab Genérico","R$15,99",Geolab
Neprazol Omeprazol 20mg 56 Cápsulas,"R$12,84",Neprazol
Relvar Ellipta Furoato De Fluticasona 200mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$315,00",Relvar Ellipta
Perivasc Diosmina 450mg + Hesperidina 50mg 30 Comprimidos,"R$72,49",Perivasc
Toperma Cloridrato De Lidocaína 5% 10 Adesivos Tópicos,"R$191,99",Toperma
"Picoprep Picossulfato De Sódio 10mg + Óxido De Magnésio 3,5g + Ácido Cítrico Anidro 12g Pó Para Solução 2 Sachês","R$50,29",Picoprep
Alphagan Tartarato De Brimonidina 2mg/Ml Solução Oftálmica Estéril 5ml,"R$121,19",Alphagan
"Xalatan Latanoprosta 50mcg/Ml Solução Oftálmica 2,5ml Geladeira","R$247,11",Xalatan
"Esalerg Desloratadina 1,25mg/Ml Solução Em Gotas 20ml","R$177,10",Esalerg
Suprema Valerato De Estradiol 2mg + Acetato De Noretisterona 1mg 28 Comprimidos,"R$53,78",Suprema
Trileptal Oxcarbazepina 300mg 60 Comprimidos,"R$47,79",Trileptal
Promim Promestrieno 10mg/G Creme Vaginal 30g,"R$149,95",Promim
Holmes H Olmesartana Medoxomil 40mg + Hidroclorotiazida 25mg 30 Comprimidos,"R$96,99",Holmes
"Holmes H Olmesartana Medoxomil 40mg + Hidroclorotiazida 12,5mg 30 Comprimidos","R$81,99",Holmes
Relvar Ellipta Furoato De Fluticasona 100mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$80,99",Relvar Ellipta
Tobracort Tobramicina 3mg/G + Dexametasona 1mg/G Suspensão Oftálmica Estéril 5ml,"R$178,00",Tobracort
Imuran Azatioprina 50mg 50 Comprimidos,"R$40,59",Imuran
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$214,99",Cetrolac
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$63,99",Bactrim
Aldactone Espironolactona 100mg 16 Comprimidos,"R$25,99",Aldactone
Oxalato De Escitalopram 20mg 30 Comprimidos Medley Genérico,"R$33,16",Medley
Fostair DPI Dipropionato De Beclometasona 100mcg + Fumarato De Formoterol 6mcg Pó Inalante 120 Doses,"R$116,07",Fostair Dpi
Inthos 250mg Polypodium Leucotomos 60 Cápsulas,"R$190,98",Inthos
Vimpat Lacosamida 100mg 28 Comprimidos,"R$241,11",Vimpat
Antrofi Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores,"R$92,49",Antrofi
Oxalato De Escitalopram 10mg 30 Comprimidos Medley Genérico,"R$52,39",Medley
Olmesartana Medoxomila 40mg + Hidroclorotiazida 25mg 30 Comprimidos Eurofarma Genérico,"R$50,79",Eurofarma
Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores Eurofarma Genérico,"R$47,79",Eurofarma
Bactrim F Sulfametoxazol 800mg + Trimetoprima 160mg 10 Comprimidos,"R$32,19",Bactrim Forte
"Ablok Plus Atenolol 25mg + Clortalidona 12,5mg 60 Comprimidos","R$46,79",Ablok
Vimpat Lacosamida 150mg 28 Comprimidos,"R$333,88",Vimpat
"Olmesartana Medoxomila 40mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$43,59",Eurofarma
"Olmesartana Medoxomila 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$41,99",Eurofarma
Cetrolac MD Trometamol Cetorolaco 4mg/Ml Solução Oftálmica Estéril 10ml,"R$105,99",Cetrolac Md
Ateroma Atorvastatina Cálcica 10mg 30 Comprimidos,"R$81,49",Ateroma
Cebrilin Cloridrato De Paroxetina 20mg 30 Comprimidos,"R$188,99",Cebrilin
Ateroma Atorvastatina Cálcica 20mg 30 Comprimidos,"R$91,49",Ateroma
Neblock Cloridrato De Nebivolol 5mg 60 Comprimidos,"R$95,99",Neblock
"Vasopril Plus Maleato De Enalapril 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos","R$96,99",Vasopril
Rosucor Rosuvastatina Cálcica 10mg 60 Comprimidos,"R$60,59",Rosucor
"Niki Drospirenona 3mg + Etinilestradiol 0,02mg 72 Comprimidos","R$119,03",Niki
"Eliquis Apixabana 2,5mg 20 Comprimidos","R$100,30",Eliquis
Olmesartana Medoxomila 20mg 30 Comprimidos Torrent Genérico,"R$32,59",Torrent
Esogastro IBP Amoxicilina 500mg + Claritromicina 500mg + Esomeprazol Magnésico 20mg 56 Cápsulas + 28 Comprimidos,"R$307,00",Esogastro
Olmesartana Medoxomila 40mg 30 Comprimidos Torrent Genérico,"R$42,39",Torrent
Niki Com 24 Comprimidos,"R$45,99",Niki
"Colchicina 0,5mg 30 Comprimidos Geolab Genérico","R$15,99",Geolab
Neprazol Omeprazol 20mg 56 Cápsulas,"R$12,84",Neprazol
Relvar Ellipta Furoato De Fluticasona 200mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$315,00",Relvar Ellipta
Relvar Ellipta Furoato De Fluticasona 100mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$178,00",Relvar Ellipta
Perivasc Diosmina 450mg + Hesperidina 50mg 30 Comprimidos,"R$72,49",Perivasc
Toperma Cloridrato De Lidocaína 5% 10 Adesivos Tópicos,"R$191,99",Toperma
"Picoprep Picossulfato De Sódio 10mg + Óxido De Magnésio 3,5g + Ácido Cítrico Anidro 12g Pó Para Solução 2 Sachês","R$50,29",Picoprep
Alphagan Tartarato De Brimonidina 2mg/Ml Solução Oftálmica Estéril 5ml,"R$121,19",Alphagan
"Xalatan Latanoprosta 50mcg/Ml Solução Oftálmica 2,5ml Geladeira","R$247,11",Xalatan
"Esalerg Desloratadina 1,25mg/Ml Solução Em Gotas 20ml","R$177,10",Esalerg
Suprema Valerato De Estradiol 2mg + Acetato De Noretisterona 1mg 28 Comprimidos,"R$53,78",Suprema
Rosuvastatina Cálcica 5mg 30 Comprimidos EMS Genérico,"R$47,79",Ems
Pantozol Pantoprazol Sesqui-Hidratado 40mg 28 Comprimidos,"R$20,02",Pantozol
Pantoprazol Sódico Sesqui-Hidratado 40mg 14 Comprimidos Medley Genérico,"R$17,24",Medley
Trileptal Oxcarbazepina 300mg 60 Comprimidos,"R$414,99",Trileptal
Tobracort Tobramicina 3mg/G + Dexametasona 1mg/G Suspensão Oftálmica Estéril 5ml,"R$10,99",Tobracort
Imuran Azatioprina 50mg 50 Comprimidos,"R$149,95",Imuran
Cetrolac Trometamol Cetorolaco 5mg/Ml Solução Oftálmica Estéril 5ml,"R$40,59",Cetrolac
Bactrim Sulfametoxazol 200mg + Trimetoprima 40mg Suspensão Oral 100ml,"R$214,99",Bactrim
Tramal Retard Cloridrato De Tramadol 100mg 20 Comprimidos,"R$63,99",Tramal
Aldactone Espironolactona 100mg 16 Comprimidos,"R$25,99",Aldactone
Aminofilina 100mg Teuto 20 Comprimidos - Genérico,"R$231,98",Teuto
Vimpat Lacosamida 150mg 28 Comprimidos,"R$333,88",Vimpat
Oxalato De Escitalopram 20mg 30 Comprimidos Medley Genérico,"R$33,16",Medley
Inthos 250mg Polypodium Leucotomos 60 Cápsulas,"R$190,98",Inthos
Clenil HFA Dipropionato De Beclometasona 200mcg Spray 200 Doses,"R$70,99",Clenil
Antrofi Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores,"R$92,49",Antrofi
Fostair DPI Dipropionato De Beclometasona 100mcg + Fumarato De Formoterol 6mcg Pó Inalante 120 Doses,"R$116,07",Fostair Dpi
Oxalato De Escitalopram 10mg 30 Comprimidos Medley Genérico,"R$52,39",Medley
Olmesartana Medoxomila 40mg + Hidroclorotiazida 25mg 30 Comprimidos Eurofarma Genérico,"R$50,79",Eurofarma
"Olmesartana Medoxomila 40mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$43,59",Eurofarma
Cetrolac MD Trometamol Cetorolaco 4mg/Ml Solução Oftálmica Estéril 10ml,"R$105,99",Cetrolac Md
Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores Eurofarma Genérico,"R$47,79",Eurofarma
Pantoprazol Sódico Sesqui-Hidratado 40mg 14 Comprimidos Medley Genérico,"R$10,99",Medley
Anafranil Cloridrato De Clomipramina 25mg 20 Drágeas,"R$60,39",Anafranil
Vimpat Lacosamida 100mg 28 Comprimidos,"R$241,11",Vimpat
"Olmesartana Medoxomila 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$41,99",Eurofarma
Cebrilin Cloridrato De Paroxetina 20mg 30 Comprimidos,"R$188,99",Cebrilin
Neblock Cloridrato De Nebivolol 5mg 60 Comprimidos,"R$95,99",Neblock
Ateroma Atorvastatina Cálcica 10mg 30 Comprimidos,"R$81,49",Ateroma
Rosucor Rosuvastatina Cálcica 10mg 60 Comprimidos,"R$60,59",Rosucor
Ateroma Atorvastatina Cálcica 20mg 30 Comprimidos,"R$91,49",Ateroma
"Niki Drospirenona 3mg + Etinilestradiol 0,02mg 72 Comprimidos","R$119,03",Niki
"Eliquis Apixabana 2,5mg 20 Comprimidos","R$100,30",Eliquis
Neprazol Omeprazol 20mg 56 Cápsulas,"R$12,84",Neprazol
"Natrilix SR Indapamida 1,5mg 30 Comprimidos","R$57,19",Natrilix
Cataflam Diclofenaco Potássico 50mg 10 Drágeas,"R$26,29",Cataflam
Esogastro IBP Amoxicilina 500mg + Claritromicina 500mg + Esomeprazol Magnésico 20mg 56 Cápsulas + 28 Comprimidos,"R$307,00",Esogastro
Niki Com 24 Comprimidos,"R$45,99",Niki
Olmesartana Medoxomila 20mg 30 Comprimidos Torrent Genérico,"R$32,59",Torrent
Relvar Ellipta Furoato De Fluticasona 200mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$315,00",Relvar Ellipta
Sinvastacor Sinvastatina 20mg 30 Comprimidos,"R$12,09",Sinvastacor
"Vasopril Plus Maleato De Enalapril 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos","R$96,99",Vasopril
Olmesartana Medoxomila 40mg 30 Comprimidos Torrent Genérico,"R$42,39",Torrent
Relvar Ellipta Furoato De Fluticasona 100mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$178,00",Relvar Ellipta
"Xalatan Latanoprosta 50mcg/Ml Solução Oftálmica 2,5ml Geladeira","R$247,11",Xalatan
Toperma Cloridrato De Lidocaína 5% 10 Adesivos Tópicos,"R$177,10",Toperma
Alphagan Tartarato De Brimonidina 2mg/Ml Solução Oftálmica Estéril 5ml,"R$191,99",Alphagan
Perivasc Diosmina 450mg + Hesperidina 50mg 30 Comprimidos,"R$121,19",Perivasc
Suprema Valerato De Estradiol 2mg + Acetato De Noretisterona 1mg 28 Comprimidos,"R$72,49",Suprema
Diovan Valsartana 80mg 28 Comprimidos,"R$47,79",Diovan
Primogyna Estradiol 1mg 28 Drágeas,"R$114,87",Primogyna
"Sulfato Glicosamina 1,5g 30 Envelopes Nova Química Genérico","R$54,59",Nova Química
"Ablok Plus Atenolol 25mg + Clortalidona 12,5mg 60 Comprimidos","R$108,99",Ablok
"Colchicina 0,5mg 30 Comprimidos Geolab Genérico","R$46,79",Geolab
"Esalerg Desloratadina 1,25mg/Ml Solução Em Gotas 20ml","R$15,99",Esalerg
"Picoprep Picossulfato De Sódio 10mg + Óxido De Magnésio 3,5g + Ácido Cítrico Anidro 12g Pó Para Solução 2 Sachês","R$53,78",Picoprep
Trileptal Oxcarbazepina 300mg 60 Comprimidos,"R$50,29",Trileptal
Aldactone Espironolactona 100mg 16 Comprimidos,"R$149,95",Aldactone
Clenil HFA Dipropionato De Beclometasona 200mcg Spray 200 Doses,"R$70,99",Clenil
Antrofi Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores,"R$92,49",Antrofi
Fostair DPI Dipropionato De Beclometasona 100mcg + Fumarato De Formoterol 6mcg Pó Inalante 120 Doses,"R$116,07",Fostair Dpi
Oxalato De Escitalopram 10mg 30 Comprimidos Medley Genérico,"R$52,39",Medley
Olmesartana Medoxomila 40mg + Hidroclorotiazida 25mg 30 Comprimidos Eurofarma Genérico,"R$50,79",Eurofarma
"Olmesartana Medoxomila 40mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$43,59",Eurofarma
Omeprazol 20mg 14 Cápsulas EMS Genérico,"R$20,69",Ems
Cetrolac MD Trometamol Cetorolaco 4mg/Ml Solução Oftálmica Estéril 10ml,"R$105,99",Cetrolac Md
Promestrieno 10mg/G Creme Vaginal 30g + 20 Aplicadores Eurofarma Genérico,"R$47,79",Eurofarma
Pantoprazol Sódico Sesqui-Hidratado 40mg 14 Comprimidos Medley Genérico,"R$10,99",Medley
Anafranil Cloridrato De Clomipramina 25mg 20 Drágeas,"R$60,39",Anafranil
Vimpat Lacosamida 100mg 28 Comprimidos,"R$241,11",Vimpat
"Olmesartana Medoxomila 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos Eurofarma Genérico","R$41,99",Eurofarma
Euthyrox Levotiroxina Sódica 50mcg 50 Comprimidos,"R$41,99",Euthyrox
Primogyna Estradiol 1mg 28 Drágeas,"R$33,59",Primogyna
Cebrilin Cloridrato De Paroxetina 20mg 30 Comprimidos,"R$54,59",Cebrilin
Neblock Cloridrato De Nebivolol 5mg 60 Comprimidos,"R$188,99",Neblock
Ateroma Atorvastatina Cálcica 10mg 30 Comprimidos,"R$95,99",Ateroma
Rosucor Rosuvastatina Cálcica 10mg 60 Comprimidos,"R$81,49",Rosucor
Ateroma Atorvastatina Cálcica 20mg 30 Comprimidos,"R$60,59",Ateroma
"Niki Drospirenona 3mg + Etinilestradiol 0,02mg 72 Comprimidos","R$91,49",Niki
"Eliquis Apixabana 2,5mg 20 Comprimidos","R$119,03",Eliquis
Neprazol Omeprazol 20mg 56 Cápsulas,"R$100,30",Neprazol
"Natrilix SR Indapamida 1,5mg 30 Comprimidos","R$12,84",Natrilix
Cataflam Diclofenaco Potássico 50mg 10 Drágeas,"R$57,19",Cataflam
Esogastro IBP Amoxicilina 500mg + Claritromicina 500mg + Esomeprazol Magnésico 20mg 56 Cápsulas + 28 Comprimidos,"R$26,29",Esogastro
Niki Com 24 Comprimidos,"R$307,00",Niki
Olmesartana Medoxomila 20mg 30 Comprimidos Torrent Genérico,"R$45,99",Torrent
Relvar Ellipta Furoato De Fluticasona 200mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$32,59",Relvar Ellipta
Sinvastacor Sinvastatina 20mg 30 Comprimidos,"R$315,00",Sinvastacor
"Vasopril Plus Maleato De Enalapril 20mg + Hidroclorotiazida 12,5mg 30 Comprimidos","R$12,09",Vasopril
Olmesartana Medoxomila 40mg 30 Comprimidos Torrent Genérico,"R$96,99",Torrent
Relvar Ellipta Furoato De Fluticasona 100mcg + Trifenatato De Vilanterol 25mcg Pó Inalante 30 Doses,"R$42,39",Relvar Ellipta
"Xalatan Latanoprosta 50mcg/Ml Solução Oftálmica 2,5ml Geladeira","R$178,00",Xalatan
Toperma Cloridrato De Lidocaína 5% 10 Adesivos Tópicos,"R$247,11",Toperma
Alphagan Tartarato De Brimonidina 2mg/Ml Solução Oftálmica Estéril 5ml,"R$177,10",Alphagan
